# pwm     avgADC    varADC 
0.033	0.032	0.000
0.066	0.063	0.000
0.099	0.099	0.000
0.132	0.134	0.000
0.165	0.165	0.000
0.198	0.198	0.000
0.231	0.232	0.000
0.264	0.264	0.000
0.297	0.296	0.000
0.330	0.328	0.000
0.363	0.364	0.000
0.396	0.396	0.000
0.429	0.430	0.000
0.462	0.461	0.000
0.495	0.495	0.000
0.528	0.525	0.000
0.561	0.555	0.000
0.594	0.593	0.000
0.627	0.622	0.001
0.660	0.662	0.000
0.693	0.692	0.000
0.726	0.728	0.001
0.759	0.755	0.000
0.792	0.788	0.001
0.825	0.822	0.001
0.858	0.857	0.000
0.891	0.886	0.001
0.924	0.924	0.000
0.957	0.956	0.001
0.990	0.988	0.001
1.023	1.020	0.001
1.056	1.054	0.001
1.089	1.086	0.000
1.122	1.120	0.001
1.155	1.153	0.001
1.188	1.189	0.000
1.221	1.219	0.001
1.254	1.254	0.001
1.287	1.286	0.000
1.320	1.318	0.001
1.353	1.351	0.000
1.386	1.387	0.001
1.419	1.417	0.001
1.452	1.448	0.001
1.485	1.479	0.001
1.518	1.515	0.001
1.551	1.544	0.001
1.584	1.580	0.001
1.617	1.613	0.001
1.650	1.645	0.001
1.683	1.678	0.001
1.716	1.714	0.001
1.749	1.741	0.001
1.782	1.781	0.001
1.815	1.812	0.001
1.848	1.845	0.001
1.881	1.877	0.001
1.914	1.911	0.001
1.947	1.942	0.000
1.980	1.972	0.001
2.013	2.007	0.001
2.046	2.040	0.001
2.079	2.074	0.001
2.112	2.107	0.000
2.145	2.144	0.001
2.178	2.175	0.001
2.211	2.207	0.000
2.244	2.242	0.001
2.277	2.271	0.000
2.310	2.308	0.000
2.343	2.336	0.001
2.376	2.371	0.000
2.409	2.407	0.001
2.442	2.438	0.000
2.475	2.467	0.000
2.508	2.502	0.001
2.541	2.537	0.000
2.574	2.566	0.001
2.607	2.601	0.000
2.640	2.634	0.000
2.673	2.668	0.000
2.706	2.701	0.000
2.739	2.734	0.001
2.772	2.762	0.000
2.805	2.799	0.000
2.838	2.838	0.000
2.871	2.865	0.000
2.904	2.899	0.000
2.937	2.935	0.000
2.970	2.964	0.000
3.003	2.994	0.000
3.036	3.029	0.000
3.069	3.063	0.000
3.102	3.094	0.000
3.135	3.129	0.000
3.168	3.164	0.000
3.201	3.194	0.000
3.234	3.229	0.000
3.267	3.258	0.000
3.300	3.294	0.000
