# pwm     avgADC    varADC 
0.033	0.033	0.000
0.066	0.065	0.000
0.099	0.099	0.000
0.132	0.132	0.000
0.165	0.165	0.000
0.198	0.198	0.000
0.231	0.230	0.000
0.264	0.263	0.000
0.297	0.296	0.000
0.330	0.331	0.000
0.363	0.363	0.000
0.396	0.395	0.000
0.429	0.430	0.000
0.462	0.463	0.000
0.495	0.493	0.000
0.528	0.527	0.000
0.561	0.560	0.000
0.594	0.592	0.000
0.627	0.627	0.000
0.660	0.661	0.000
0.693	0.694	0.001
0.726	0.725	0.000
0.759	0.756	0.000
0.792	0.792	0.000
0.825	0.825	0.000
0.858	0.859	0.000
0.891	0.890	0.000
0.924	0.925	0.000
0.957	0.957	0.000
0.990	0.988	0.001
1.023	1.022	0.001
1.056	1.054	0.001
1.089	1.088	0.001
1.122	1.120	0.001
1.155	1.149	0.001
1.188	1.185	0.001
1.221	1.220	0.001
1.254	1.252	0.001
1.287	1.287	0.001
1.320	1.316	0.001
1.353	1.347	0.001
1.386	1.381	0.001
1.419	1.418	0.001
1.452	1.453	0.001
1.485	1.481	0.001
1.518	1.517	0.001
1.551	1.546	0.001
1.584	1.577	0.001
1.617	1.614	0.001
1.650	1.646	0.001
1.683	1.683	0.001
1.716	1.718	0.001
1.749	1.745	0.001
1.782	1.780	0.001
1.815	1.809	0.001
1.848	1.845	0.001
1.881	1.878	0.001
1.914	1.911	0.001
1.947	1.945	0.001
1.980	1.977	0.001
2.013	2.007	0.001
2.046	2.042	0.001
2.079	2.076	0.001
2.112	2.111	0.001
2.145	2.141	0.001
2.178	2.173	0.001
2.211	2.205	0.000
2.244	2.239	0.001
2.277	2.272	0.001
2.310	2.305	0.001
2.343	2.339	0.001
2.376	2.373	0.001
2.409	2.402	0.000
2.442	2.433	0.000
2.475	2.472	0.001
2.508	2.503	0.000
2.541	2.537	0.000
2.574	2.569	0.000
2.607	2.600	0.000
2.640	2.633	0.000
2.673	2.665	0.000
2.706	2.702	0.000
2.739	2.737	0.000
2.772	2.766	0.000
2.805	2.800	0.000
2.838	2.832	0.000
2.871	2.864	0.000
2.904	2.898	0.000
2.937	2.929	0.000
2.970	2.967	0.000
3.003	2.997	0.000
3.036	3.030	0.000
3.069	3.064	0.000
3.102	3.097	0.000
3.135	3.130	0.000
3.168	3.162	0.000
3.201	3.195	0.000
3.234	3.227	0.000
3.267	3.260	0.000
3.300	3.294	0.000
