# pwm     avgADC    varADC 
0.033	0.034	0.000
0.066	0.066	0.000
0.099	0.099	0.000
0.132	0.132	0.000
0.165	0.165	0.000
0.198	0.197	0.000
0.231	0.231	0.000
0.264	0.264	0.000
0.297	0.296	0.000
0.330	0.330	0.000
0.363	0.363	0.000
0.396	0.398	0.000
0.429	0.430	0.000
0.462	0.460	0.000
0.495	0.494	0.000
0.528	0.528	0.000
0.561	0.561	0.000
0.594	0.592	0.000
0.627	0.625	0.000
0.660	0.660	0.000
0.693	0.693	0.000
0.726	0.723	0.001
0.759	0.757	0.000
0.792	0.789	0.001
0.825	0.823	0.001
0.858	0.858	0.000
0.891	0.890	0.000
0.924	0.922	0.001
0.957	0.956	0.001
0.990	0.989	0.001
1.023	1.022	0.001
1.056	1.053	0.001
1.089	1.086	0.001
1.122	1.120	0.001
1.155	1.154	0.001
1.188	1.187	0.001
1.221	1.222	0.001
1.254	1.244	0.001
1.287	1.286	0.001
1.320	1.319	0.001
1.353	1.347	0.001
1.386	1.384	0.001
1.419	1.418	0.001
1.452	1.450	0.001
1.485	1.478	0.001
1.518	1.516	0.001
1.551	1.546	0.001
1.584	1.586	0.001
1.617	1.614	0.001
1.650	1.647	0.001
1.683	1.680	0.001
1.716	1.714	0.001
1.749	1.745	0.001
1.782	1.777	0.001
1.815	1.813	0.001
1.848	1.844	0.001
1.881	1.877	0.001
1.914	1.910	0.001
1.947	1.944	0.001
1.980	1.979	0.001
2.013	2.010	0.001
2.046	2.041	0.001
2.079	2.076	0.001
2.112	2.108	0.001
2.145	2.138	0.001
2.178	2.175	0.001
2.211	2.206	0.001
2.244	2.239	0.001
2.277	2.274	0.001
2.310	2.304	0.001
2.343	2.339	0.001
2.376	2.369	0.001
2.409	2.403	0.001
2.442	2.439	0.001
2.475	2.469	0.000
2.508	2.503	0.000
2.541	2.535	0.000
2.574	2.569	0.000
2.607	2.602	0.000
2.640	2.635	0.000
2.673	2.669	0.000
2.706	2.700	0.000
2.739	2.735	0.000
2.772	2.767	0.000
2.805	2.797	0.000
2.838	2.831	0.000
2.871	2.868	0.000
2.904	2.901	0.000
2.937	2.933	0.000
2.970	2.967	0.000
3.003	2.997	0.000
3.036	3.030	0.000
3.069	3.064	0.000
3.102	3.096	0.000
3.135	3.130	0.000
3.168	3.160	0.000
3.201	3.194	0.000
3.234	3.228	0.000
3.267	3.260	0.000
3.300	3.294	0.000
