# pwm     avgADC    varADC 
0.033	0.111	0.008
0.066	0.132	0.001
0.099	0.160	0.001
0.132	0.197	0.001
0.165	0.228	0.002
0.198	0.259	0.002
0.231	0.293	0.003
0.264	0.323	0.003
0.297	0.341	0.003
0.330	0.380	0.004
0.363	0.419	0.005
0.396	0.449	0.005
0.429	0.482	0.006
0.462	0.525	0.007
0.495	0.541	0.007
0.528	0.570	0.007
0.561	0.593	0.008
0.594	0.621	0.008
0.627	0.649	0.007
0.660	0.720	0.011
0.693	0.729	0.011
0.726	0.762	0.012
0.759	0.801	0.013
0.792	0.850	0.014
0.825	0.840	0.012
0.858	0.865	0.011
0.891	0.898	0.014
0.924	0.976	0.015
0.957	0.968	0.013
0.990	1.028	0.017
1.023	1.037	0.016
1.056	1.091	0.019
1.089	1.102	0.019
1.122	1.150	0.017
1.155	1.179	0.019
1.188	1.225	0.020
1.221	1.203	0.018
1.254	1.263	0.019
1.287	1.277	0.017
1.320	1.308	0.016
1.353	1.421	0.018
1.386	1.321	0.013
1.419	1.423	0.018
1.452	1.477	0.025
1.485	1.505	0.022
1.518	1.541	0.018
1.551	1.528	0.021
1.584	1.618	0.022
1.617	1.619	0.021
1.650	1.654	0.022
1.683	1.634	0.020
1.716	1.705	0.021
1.749	1.719	0.021
1.782	1.765	0.022
1.815	1.795	0.022
1.848	1.873	0.017
1.881	1.876	0.018
1.914	1.872	0.022
1.947	1.936	0.020
1.980	1.994	0.018
2.013	1.999	0.022
2.046	2.052	0.016
2.079	2.066	0.019
2.112	2.122	0.017
2.145	2.134	0.018
2.178	2.188	0.013
2.211	2.168	0.018
2.244	2.218	0.018
2.277	2.271	0.016
2.310	2.288	0.015
2.343	2.299	0.017
2.376	2.322	0.016
2.409	2.377	0.015
2.442	2.404	0.017
2.475	2.433	0.013
2.508	2.468	0.012
2.541	2.525	0.010
2.574	2.562	0.011
2.607	2.561	0.012
2.640	2.590	0.011
2.673	2.631	0.009
2.706	2.670	0.007
2.739	2.675	0.009
2.772	2.740	0.006
2.805	2.722	0.009
2.838	2.792	0.005
2.871	2.837	0.004
2.904	2.854	0.005
2.937	2.874	0.005
2.970	2.910	0.004
3.003	2.945	0.003
3.036	2.967	0.005
3.069	3.006	0.002
3.102	3.038	0.002
3.135	3.073	0.001
3.168	3.105	0.001
3.201	3.129	0.001
3.234	3.163	0.001
3.267	3.194	0.000
3.300	3.295	0.000
