# pwm     avgADC    varADC 
0.033	0.190	0.000
0.066	0.226	0.000
0.099	0.256	0.000
0.132	0.284	0.001
0.165	0.313	0.001
0.198	0.344	0.001
0.231	0.371	0.001
0.264	0.402	0.001
0.297	0.431	0.001
0.330	0.460	0.002
0.363	0.483	0.002
0.396	0.526	0.002
0.429	0.550	0.002
0.462	0.585	0.002
0.495	0.615	0.003
0.528	0.645	0.003
0.561	0.668	0.003
0.594	0.701	0.003
0.627	0.741	0.003
0.660	0.754	0.003
0.693	0.786	0.004
0.726	0.820	0.004
0.759	0.846	0.004
0.792	0.886	0.004
0.825	0.905	0.005
0.858	0.945	0.005
0.891	0.958	0.005
0.924	1.000	0.006
0.957	1.022	0.006
0.990	1.045	0.005
1.023	1.083	0.004
1.056	1.114	0.005
1.089	1.152	0.005
1.122	1.191	0.005
1.155	1.201	0.006
1.188	1.227	0.006
1.221	1.255	0.006
1.254	1.291	0.006
1.287	1.321	0.005
1.320	1.350	0.005
1.353	1.380	0.006
1.386	1.409	0.006
1.419	1.455	0.006
1.452	1.469	0.007
1.485	1.494	0.006
1.518	1.535	0.007
1.551	1.555	0.006
1.584	1.593	0.006
1.617	1.621	0.006
1.650	1.649	0.008
1.683	1.673	0.009
1.716	1.711	0.007
1.749	1.735	0.005
1.782	1.757	0.007
1.815	1.796	0.006
1.848	1.826	0.006
1.881	1.852	0.006
1.914	1.877	0.006
1.947	1.915	0.006
1.980	1.951	0.007
2.013	1.978	0.005
2.046	2.005	0.006
2.079	2.033	0.007
2.112	2.071	0.007
2.145	2.094	0.007
2.178	2.118	0.005
2.211	2.150	0.006
2.244	2.184	0.006
2.277	2.219	0.005
2.310	2.252	0.005
2.343	2.270	0.005
2.376	2.297	0.005
2.409	2.335	0.005
2.442	2.346	0.004
2.475	2.395	0.005
2.508	2.414	0.005
2.541	2.452	0.005
2.574	2.462	0.007
2.607	2.504	0.004
2.640	2.536	0.004
2.673	2.573	0.003
2.706	2.596	0.003
2.739	2.628	0.003
2.772	2.658	0.003
2.805	2.681	0.003
2.838	2.709	0.003
2.871	2.743	0.002
2.904	2.768	0.002
2.937	2.804	0.002
2.970	2.834	0.002
3.003	2.853	0.001
3.036	2.892	0.001
3.069	2.925	0.001
3.102	2.949	0.001
3.135	2.982	0.001
3.168	3.011	0.001
3.201	3.041	0.001
3.234	3.069	0.000
3.267	3.104	0.000
3.300	3.295	0.000
