# pwm     avgADC    varADC 
0.033	0.158	0.000
0.066	0.188	0.000
0.099	0.215	0.001
0.132	0.243	0.001
0.165	0.277	0.001
0.198	0.306	0.001
0.231	0.336	0.001
0.264	0.375	0.001
0.297	0.408	0.001
0.330	0.436	0.002
0.363	0.465	0.002
0.396	0.485	0.002
0.429	0.516	0.002
0.462	0.565	0.002
0.495	0.587	0.002
0.528	0.619	0.003
0.561	0.651	0.003
0.594	0.680	0.003
0.627	0.708	0.003
0.660	0.733	0.004
0.693	0.765	0.004
0.726	0.801	0.004
0.759	0.830	0.004
0.792	0.854	0.005
0.825	0.878	0.004
0.858	0.920	0.005
0.891	0.949	0.005
0.924	0.985	0.005
0.957	1.007	0.005
0.990	1.037	0.006
1.023	1.068	0.007
1.056	1.103	0.006
1.089	1.119	0.007
1.122	1.159	0.007
1.155	1.192	0.007
1.188	1.224	0.007
1.221	1.250	0.007
1.254	1.281	0.007
1.287	1.312	0.007
1.320	1.344	0.007
1.353	1.379	0.007
1.386	1.404	0.008
1.419	1.433	0.008
1.452	1.461	0.008
1.485	1.494	0.008
1.518	1.525	0.008
1.551	1.556	0.008
1.584	1.597	0.005
1.617	1.618	0.005
1.650	1.644	0.008
1.683	1.679	0.008
1.716	1.709	0.008
1.749	1.736	0.008
1.782	1.775	0.008
1.815	1.792	0.006
1.848	1.828	0.008
1.881	1.858	0.008
1.914	1.893	0.008
1.947	1.919	0.008
1.980	1.947	0.007
2.013	1.985	0.006
2.046	2.019	0.007
2.079	2.048	0.007
2.112	2.075	0.007
2.145	2.104	0.007
2.178	2.141	0.007
2.211	2.182	0.006
2.244	2.194	0.006
2.277	2.222	0.006
2.310	2.254	0.005
2.343	2.286	0.005
2.376	2.321	0.005
2.409	2.346	0.005
2.442	2.373	0.005
2.475	2.414	0.005
2.508	2.437	0.004
2.541	2.468	0.004
2.574	2.495	0.004
2.607	2.534	0.004
2.640	2.567	0.004
2.673	2.592	0.004
2.706	2.628	0.003
2.739	2.661	0.003
2.772	2.685	0.003
2.805	2.709	0.002
2.838	2.738	0.002
2.871	2.777	0.002
2.904	2.812	0.002
2.937	2.834	0.002
2.970	2.868	0.001
3.003	2.888	0.001
3.036	2.923	0.001
3.069	2.958	0.002
3.102	2.988	0.001
3.135	3.018	0.001
3.168	3.056	0.001
3.201	3.081	0.000
3.234	3.109	0.000
3.267	3.136	0.000
3.300	3.295	0.000
