# pwm     avgADC    varADC 
0.033	0.092	0.021
0.066	0.108	0.001
0.099	0.146	0.003
0.132	0.177	0.003
0.165	0.213	0.004
0.198	0.241	0.006
0.231	0.278	0.007
0.264	0.308	0.008
0.297	0.335	0.012
0.330	0.372	0.014
0.363	0.386	0.014
0.396	0.427	0.018
0.429	0.460	0.018
0.462	0.487	0.022
0.495	0.529	0.026
0.528	0.550	0.026
0.561	0.583	0.031
0.594	0.634	0.034
0.627	0.655	0.037
0.660	0.689	0.039
0.693	0.720	0.042
0.726	0.752	0.045
0.759	0.782	0.048
0.792	0.825	0.055
0.825	0.849	0.054
0.858	0.874	0.058
0.891	0.912	0.062
0.924	0.942	0.065
0.957	0.983	0.068
0.990	1.001	0.071
1.023	1.044	0.069
1.056	1.063	0.073
1.089	1.110	0.077
1.122	1.135	0.081
1.155	1.165	0.086
1.188	1.197	0.088
1.221	1.229	0.087
1.254	1.257	0.088
1.287	1.303	0.092
1.320	1.332	0.091
1.353	1.372	0.096
1.386	1.398	0.096
1.419	1.421	0.100
1.452	1.457	0.102
1.485	1.505	0.093
1.518	1.506	0.102
1.551	1.566	0.103
1.584	1.579	0.105
1.617	1.632	0.102
1.650	1.637	0.102
1.683	1.685	0.100
1.716	1.722	0.105
1.749	1.737	0.102
1.782	1.759	0.101
1.815	1.808	0.096
1.848	1.844	0.099
1.881	1.883	0.098
1.914	1.909	0.095
1.947	1.931	0.094
1.980	1.972	0.095
2.013	2.003	0.092
2.046	2.027	0.092
2.079	2.064	0.087
2.112	2.103	0.083
2.145	2.123	0.075
2.178	2.152	0.068
2.211	2.197	0.080
2.244	2.224	0.078
2.277	2.249	0.080
2.310	2.285	0.070
2.343	2.319	0.071
2.376	2.351	0.062
2.409	2.377	0.063
2.442	2.414	0.052
2.475	2.462	0.058
2.508	2.485	0.052
2.541	2.525	0.049
2.574	2.543	0.042
2.607	2.587	0.037
2.640	2.624	0.038
2.673	2.639	0.036
2.706	2.677	0.031
2.739	2.706	0.031
2.772	2.728	0.029
2.805	2.779	0.023
2.838	2.803	0.022
2.871	2.831	0.020
2.904	2.873	0.017
2.937	2.895	0.015
2.970	2.924	0.014
3.003	2.951	0.011
3.036	2.996	0.009
3.069	3.036	0.007
3.102	3.054	0.006
3.135	3.094	0.004
3.168	3.118	0.003
3.201	3.154	0.002
3.234	3.181	0.001
3.267	3.219	0.001
3.300	3.295	0.000
