# pwm     avgADC    varADC 
0.033	0.137	0.000
0.066	0.167	0.001
0.099	0.198	0.001
0.132	0.226	0.001
0.165	0.262	0.001
0.198	0.293	0.002
0.231	0.322	0.002
0.264	0.355	0.002
0.297	0.381	0.003
0.330	0.426	0.003
0.363	0.446	0.003
0.396	0.483	0.004
0.429	0.511	0.004
0.462	0.540	0.004
0.495	0.561	0.005
0.528	0.602	0.005
0.561	0.634	0.006
0.594	0.657	0.007
0.627	0.684	0.007
0.660	0.723	0.006
0.693	0.739	0.009
0.726	0.769	0.008
0.759	0.819	0.008
0.792	0.851	0.008
0.825	0.885	0.009
0.858	0.902	0.010
0.891	0.930	0.010
0.924	0.971	0.010
0.957	0.991	0.012
0.990	1.027	0.011
1.023	1.053	0.011
1.056	1.087	0.011
1.089	1.115	0.012
1.122	1.156	0.011
1.155	1.184	0.013
1.188	1.212	0.011
1.221	1.228	0.012
1.254	1.292	0.011
1.287	1.303	0.012
1.320	1.340	0.014
1.353	1.371	0.013
1.386	1.390	0.013
1.419	1.426	0.013
1.452	1.444	0.013
1.485	1.488	0.014
1.518	1.526	0.013
1.551	1.534	0.013
1.584	1.586	0.013
1.617	1.612	0.012
1.650	1.657	0.005
1.683	1.672	0.013
1.716	1.696	0.005
1.749	1.747	0.005
1.782	1.775	0.013
1.815	1.806	0.014
1.848	1.835	0.013
1.881	1.863	0.013
1.914	1.881	0.012
1.947	1.918	0.012
1.980	1.963	0.013
2.013	1.993	0.012
2.046	2.025	0.012
2.079	2.050	0.012
2.112	2.082	0.012
2.145	2.127	0.012
2.178	2.139	0.011
2.211	2.167	0.010
2.244	2.218	0.011
2.277	2.231	0.010
2.310	2.253	0.010
2.343	2.294	0.010
2.376	2.319	0.010
2.409	2.355	0.009
2.442	2.391	0.009
2.475	2.435	0.010
2.508	2.463	0.009
2.541	2.473	0.009
2.574	2.515	0.007
2.607	2.536	0.007
2.640	2.592	0.008
2.673	2.612	0.007
2.706	2.627	0.006
2.739	2.662	0.005
2.772	2.695	0.005
2.805	2.726	0.005
2.838	2.759	0.005
2.871	2.784	0.004
2.904	2.822	0.003
2.937	2.855	0.003
2.970	2.885	0.003
3.003	2.913	0.002
3.036	2.941	0.002
3.069	2.980	0.002
3.102	2.997	0.002
3.135	3.033	0.001
3.168	3.066	0.001
3.201	3.092	0.001
3.234	3.122	0.001
3.267	3.152	0.001
3.300	3.295	0.000
